Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2015-03-24,567.43,569.33,569.91,562.07,91922000
2015-03-25,560.93,567.62,568.4,559.87,87606000
2015-03-26,556.16,556.12,559.68,553.19,83825000
2015-03-27,551.42,558.93,561.13,549.65,91631000
2015-03-30,545.19,551.75,554.26,545.07,108627000
2015-03-31,551.13,544.87,552.72,544.87,83616000
2015-04-01,538.91,550.8,551.69,537.3,129133000
2015-04-02,546.85,540.54,546.85,536.87,89756000
2015-04-03,547.85,548.69,550.3,544.22,70714000
2015-04-06,542.97,548.11,549.28,542.97,71852000
2015-04-07,548.11,542.71,548.37,540.79,96779000
2015-04-08,547.72,549.69,551.23,546.29,80149000
2015-04-09,550.52,547.26,552.53,546.76,94464000
2015-04-10,554.03,550.96,557.65,550.96,104201000
2015-04-13,559.54,556.35,559.68,555.97,72142000
2015-04-14,558.67,559.81,562.95,558.49,69539000
2015-04-15,564.5,558.94,565.39,558.94,82311000
2015-04-16,568.28,564.5,570.68,564.5,100518000
2015-04-17,568.32,568.28,572.76,568.28,107308000
2015-04-20,565.04,568.52,568.83,562.66,98954000
2015-04-21,562.24,563.78,567.52,562.24,98593000
2015-04-22,562.51,562.58,565.04,561.53,91608000
2015-04-23,561.25,562.85,564.45,557.57,76337000
2015-04-24,565.77,563.17,567.36,561.56,61681000
2015-04-27,562.4,567.77,568.47,562.4,61883000
2015-05-04,545.08,560.62,563.36,545.08,112533000
2015-05-05,552.65,544.8,552.65,539.04,116972000
2015-05-06,549.3,553.3,555.51,548.17,89294000
2015-05-07,552.98,548.51,554.22,547.53,70108000
2015-05-08,554.51,551.57,556.39,550.93,72948000
2015-05-11,551.67,554.5,556.2,550.57,108342000
2015-05-12,544.41,551.98,552.56,542.7,79641000
2015-05-13,542.82,545.5,546.99,538.76,79429000
2015-05-14,543.69,542.53,545.0,540.72,67996000
2015-05-15,537.44,543.61,545.48,537.44,74945000
2015-05-18,528.95,535.82,536.71,528.9,105370000
2015-05-19,536.82,530.0,537.19,530.0,93794000
2015-05-20,550.1,536.35,550.33,536.07,128458000
2015-05-21,552.56,550.99,554.0,547.95,112191000
2015-05-22,561.82,553.41,561.82,550.81,119604000
2015-05-25,563.0,560.8,563.84,558.5,108202000
2015-05-26,567.2,563.31,570.29,562.58,143157000
2015-05-27,566.48,564.64,569.63,563.28,115039000
2015-05-28,572.97,566.13,576.92,564.73,151798000
2015-05-29,569.56,572.73,577.03,568.7,135981000
2015-06-01,574.98,571.15,579.58,570.14,118502000
2015-06-02,570.31,575.7,581.24,570.31,123887000
2015-06-03,567.9,570.55,573.91,567.81,125466000
2015-06-04,568.99,568.01,573.5,567.89,113850000
2015-06-05,578.07,568.63,579.01,568.37,147673000
2015-06-08,579.83,580.74,585.51,579.45,193168000
2015-06-09,574.47,578.68,582.13,573.73,162014000
2015-06-10,574.1,576.06,576.62,569.59,133531000
2015-06-11,581.05,577.32,582.68,575.25,166696000
2015-06-12,582.73,582.54,585.01,578.8,163047000
2015-06-15,586.48,583.51,586.67,581.35,154919000
2015-06-16,580.35,587.76,589.33,580.35,162621000
2015-06-17,578.87,578.53,584.04,575.88,131419000
2015-06-18,580.35,578.73,583.02,578.47,98182000
2015-06-19,584.7,584.08,588.48,582.47,201253000
2015-06-22,594.08,588.33,594.08,588.01,154757000
2015-06-23,593.07,592.44,595.11,590.76,130756000
