Date,TRDPRC_1,OPEN_PRC,HIGH_1,LOW_1,ACVOL_UNS
2022-09-15,1642.33,1660.14,1661.04,1642.07,21667973000
2022-09-16,1630.4,1639.15,1642.73,1629.31,20850461000
2022-09-19,1631.57,1632.61,1638.68,1628.96,17224699000
2022-09-20,1638.59,1640.62,1645.15,1636.2,18336363000
2022-09-21,1633.45,1640.5,1642.82,1633.41,17740948000
2022-09-22,1645.29,1631.01,1649.29,1627.34,18796416000
2022-09-23,1631.71,1646.02,1647.34,1631.5,15918449000
2022-09-26,1621.25,1626.61,1627.95,1615.32,17645640000
2022-09-27,1610.58,1622.74,1627.3,1610.32,22788013000
2022-09-28,1599.23,1600.94,1606.23,1595.76,19579105000
2022-09-29,1592.37,1607.84,1617.23,1589.79,23193299000
2022-09-30,1589.51,1589.98,1597.44,1584.22,18368298000
2022-10-03,1558.05,1586.51,1592.72,1556.73,20782042000
2022-10-04,1578.0,1576.93,1584.57,1567.48,18039049000
2022-10-05,1580.27,1586.58,1590.34,1576.71,18898509000
2022-10-06,1589.18,1586.36,1597.8,1586.16,17371084000
2022-10-07,1579.66,1590.36,1592.12,1572.52,15886442000
2022-10-10,1570.57,1570.38,1573.41,1562.35,14892421000
2022-10-11,1562.68,1567.37,1569.13,1559.22,15980560000
2022-10-12,1560.78,1564.42,1567.03,1557.74,17407902000
2022-10-17,1571.4,1563.05,1573.67,1553.8,15209004000
2022-10-18,1590.36,1577.75,1594.68,1576.62,17635978000
2022-10-19,1588.72,1592.62,1596.03,1583.81,15212820000
2022-10-20,1592.73,1585.12,1595.57,1579.78,19577084000
2022-10-21,1591.32,1592.72,1597.93,1588.01,16491534000
2022-10-25,1600.66,1598.29,1602.88,1593.68,16990037000
2022-10-26,1596.46,1602.62,1604.99,1593.79,19362777000
2022-10-27,1602.33,1600.4,1605.76,1592.49,20872575000
2022-10-28,1606.07,1603.44,1607.75,1598.18,20326917000
2022-10-31,1608.76,1614.66,1619.08,1605.76,17713488000
2022-11-01,1625.73,1614.23,1628.29,1613.96,22897993000
2022-11-02,1625.02,1627.92,1630.56,1622.3,18442363000
2022-11-03,1625.62,1621.87,1628.78,1619.99,18415033000
2022-11-04,1626.32,1628.13,1635.93,1626.19,23467133000
2022-11-07,1623.57,1632.19,1634.65,1621.1,23790186000
2022-11-08,1632.61,1628.19,1635.87,1627.93,17227444000
2022-11-09,1622.45,1633.58,1635.37,1619.69,19963262000
2022-11-10,1619.23,1614.01,1623.97,1611.17,18475176000
2022-11-11,1637.29,1635.36,1640.03,1629.57,24386895000
2022-11-14,1623.38,1630.46,1633.76,1618.28,23029098000
2022-11-15,1629.38,1625.58,1632.42,1623.33,20623094000
2022-11-16,1619.98,1628.74,1629.06,1616.82,17494176000
2022-11-17,1614.95,1617.65,1619.05,1611.28,17070383000
2022-11-18,1617.38,1615.58,1622.03,1610.75,17428023000
2022-11-21,1618.86,1613.43,1623.3,1611.45,14845409000
2022-11-22,1615.33,1620.34,1629.22,1612.25,18096085000
2022-11-23,1624.4,1619.87,1626.22,1617.56,15649055000
2022-11-24,1624.96,1628.79,1630.08,1621.57,13448242000
2022-11-25,1620.84,1622.39,1622.89,1615.95,11010144000
2022-11-28,1616.91,1616.43,1620.78,1612.56,13000280000
2022-11-29,1624.39,1619.23,1625.67,1613.87,16184023000
2022-11-30,1635.36,1626.14,1636.08,1622.24,17497551000
2022-12-01,1648.44,1642.16,1651.76,1639.02,18838533000
2022-12-02,1641.63,1649.79,1651.19,1639.13,14669991000
2022-12-06,1632.97,1639.25,1640.87,1628.66,14647021000
2022-12-07,1622.28,1632.2,1636.15,1621.01,17008978000
2022-12-08,1620.49,1624.29,1625.9,1615.06,11647450000
2022-12-09,1623.13,1621.97,1629.93,1618.13,12342748000
2022-12-13,1625.91,1629.83,1633.07,1621.41,12698436000
2022-12-14,1633.36,1630.49,1638.88,1628.17,14169557000
2022-12-15,1620.28,1632.64,1634.02,1616.99,16635456000
2022-12-16,1619.01,1615.55,1620.44,1612.02,15683465000
2022-12-19,1618.2,1619.03,1624.34,1613.94,12999447000
2022-12-20,1604.44,1619.72,1621.54,1597.03,15759530000
2022-12-21,1609.94,1611.26,1612.61,1605.29,12419800000
2022-12-22,1616.67,1614.53,1618.86,1611.81,10509528000
2022-12-23,1617.55,1611.92,1619.32,1609.82,11991511000
2022-12-26,1626.8,1620.69,1629.26,1619.69,7144989000
2022-12-27,1643.16,1632.06,1645.76,1631.14,11292973000
2022-12-28,1647.28,1644.0,1649.42,1641.54,13307404000
2022-12-29,1661.2,1644.73,1662.07,1642.48,13110883000
2022-12-30,1668.66,1662.65,1678.17,1661.48,13649024000
2023-01-03,1678.97,1675.7,1683.38,1673.29,11903038000
2023-01-04,1673.25,1680.07,1685.11,1668.07,17410417000
2023-01-05,1663.86,1674.81,1676.82,1659.9,18174544000
2023-01-06,1673.86,1667.14,1677.79,1665.49,16395021000
2023-01-09,1691.12,1685.3,1693.42,1684.9,16829991000
2023-01-10,1691.41,1694.17,1695.53,1684.9,15557058000
2023-01-11,1685.75,1693.22,1695.13,1681.88,17834409000
2023-01-12,1687.45,1688.34,1690.32,1679.99,16716355000
2023-01-13,1681.73,1691.52,1695.99,1673.92,20671269000
2023-01-16,1684.86,1686.35,1691.35,1679.99,17633802000
2023-01-17,1681.04,1686.09,1688.56,1679.2,14219240000
2023-01-18,1685.44,1682.04,1689.41,1679.15,15087914000
2023-01-19,1688.48,1682.13,1690.69,1681.72,15819661000
2023-01-20,1677.25,1687.42,1688.59,1672.49,18601840000
2023-01-23,1684.04,1681.33,1689.52,1677.52,14547387000
2023-01-24,1682.94,1689.9,1693.97,1682.58,13832517000
2023-01-25,1682.11,1686.13,1687.51,1678.71,13843641000
2023-01-26,1671.34,1682.8,1684.84,1667.43,19238238000
2023-01-27,1681.3,1674.41,1683.77,1670.91,15594444000
2023-01-30,1681.22,1683.56,1685.24,1676.51,16576630000
2023-01-31,1671.46,1681.66,1683.9,1671.0,21033731000
2023-02-01,1685.75,1676.67,1687.98,1675.73,19760743000
2023-02-02,1682.58,1689.16,1692.94,1681.74,20236653000
2023-02-03,1688.36,1684.33,1690.4,1679.0,17899650000
2023-02-06,1682.11,1686.01,1687.78,1680.22,17121658000
2023-02-07,1680.49,1684.69,1689.51,1676.14,20199476000
2023-02-08,1670.34,1683.53,1684.75,1667.79,20338330000
2023-02-09,1669.17,1670.08,1672.09,1656.74,20740831000
2023-02-10,1664.57,1665.85,1668.97,1660.1,16286511000
2023-02-13,1664.89,1661.37,1669.98,1658.43,14945164000
2023-02-14,1652.76,1667.97,1669.71,1648.74,18274312000
2023-02-15,1647.39,1651.19,1657.53,1642.97,22527084000
2023-02-16,1658.29,1653.85,1660.58,1648.99,15884243000
2023-02-17,1651.67,1654.87,1657.02,1643.82,13268488000
2023-02-20,1657.69,1654.9,1660.18,1650.39,12528771000
2023-02-21,1668.63,1659.7,1669.51,1652.25,14539392000
2023-02-22,1659.48,1665.6,1667.99,1656.5,14224249000
2023-02-23,1652.47,1657.78,1658.92,1647.37,15188549000
2023-02-24,1634.02,1653.12,1654.09,1631.54,16034483000
2023-02-27,1627.35,1633.16,1635.35,1624.62,15284861000
2023-02-28,1622.35,1633.81,1637.41,1618.09,18114238000
2023-03-01,1619.98,1627.18,1628.92,1619.72,15732075000
2023-03-02,1612.64,1618.97,1626.55,1608.67,18028661000
2023-03-03,1606.88,1614.31,1615.39,1604.14,17244216000
2023-03-07,1618.51,1613.29,1624.78,1612.8,16697087000
2023-03-08,1612.6,1606.13,1615.51,1599.87,17876465000
2023-03-09,1614.22,1615.27,1621.88,1608.41,15925552000
2023-03-10,1599.65,1605.62,1609.1,1596.44,14033275000
2023-03-13,1573.07,1592.82,1602.65,1572.65,23304300000
2023-03-14,1523.89,1564.96,1572.36,1518.66,23728976000
2023-03-15,1565.0,1544.19,1573.51,1543.61,20706924000
2023-03-16,1554.65,1549.76,1558.67,1538.1,21133535000
2023-03-17,1563.67,1564.58,1571.6,1555.24,20422296000
2023-03-20,1555.45,1560.23,1569.76,1543.47,20473368000
2023-03-21,1577.18,1564.32,1579.69,1561.65,18030997000
2023-03-22,1585.08,1584.84,1588.17,1579.25,16897534000
2023-03-23,1593.65,1582.26,1598.59,1577.7,17665696000
2023-03-24,1591.85,1596.94,1599.78,1588.25,15843326000
2023-03-27,1593.37,1595.12,1595.86,1586.01,15395867000
2023-03-28,1606.91,1600.82,1607.75,1599.92,15778623000
2023-03-29,1610.52,1611.75,1615.29,1602.43,14573418000
2023-03-30,1605.42,1611.64,1613.16,1601.03,16723404000
2023-03-31,1609.17,1607.0,1614.09,1605.55,13831119000
2023-04-03,1600.37,1610.84,1613.98,1593.96,16622746000
2023-04-04,1594.05,1601.89,1603.79,1591.2,14162533000
2023-04-05,1571.13,1593.92,1594.69,1569.37,12557034000
2023-04-07,1577.07,1573.36,1582.96,1571.26,11499309000
2023-04-10,1593.13,1577.39,1596.54,1571.14,12111716000
2023-04-11,1597.1,1595.77,1598.03,1590.28,10979235000
2023-04-12,1592.67,1597.59,1598.27,1580.71,11542298000
2023-04-17,1600.41,1593.09,1604.21,1587.87,13463307000
2023-04-18,1593.85,1600.16,1601.31,1589.58,11381285000
2023-04-19,1580.73,1588.9,1595.08,1579.23,14685423000
